_ID,city_label,longitude,latitude,geff2005,geff2006,geff2007,geff2008,geff2009,geff2010,geff2011,geff2012,geff2013,geff2014,geff2015,geff2016,geff2017,geff2018,geff2019
1,七台河市,131.0031,45.7717,0.3210,0.4714,0.4486,0.4523,0.4490,0.4069,0.4429,0.5585,0.4229,0.6359,0.5331,0.5902,0.5160,0.4726,0.4723
2,三亚市,109.5119,18.2528,0.6014,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6647
3,三明市,117.6387,26.2634,0.4919,0.6420,0.5644,0.5508,0.5461,0.6800,0.6407,0.7556,1.0000,1.0000,1.0000,0.8085,0.9101,0.8872,0.9841
5,三门峡市,111.2001,34.7725,0.3493,0.6491,0.6791,0.6244,0.5711,0.6169,0.5244,0.5667,0.6101,0.5939,0.5659,0.5066,0.6550,0.7062,0.7058
6,上海市,121.4737,31.2304,0.6686,0.8246,0.8074,0.7915,0.8560,0.9110,0.7789,0.7571,0.9151,0.8398,0.8645,0.9401,0.9989,0.9083,1.0000
7,上饶市,117.9434,28.4549,0.4981,0.5525,0.5305,0.5972,0.7237,0.7607,0.9045,0.8554,0.9220,0.7180,0.6061,0.6169,0.6142,0.6115,0.6544
8,东莞市,113.7518,23.0205,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8193,0.9204,0.9017,0.8945,0.4866,0.3998,0.5358
9,东营市,118.6748,37.4348,0.7637,0.9565,0.9291,0.9336,0.8251,0.8263,0.7713,0.7448,0.8970,0.9540,0.9723,0.8075,0.9810,1.0000,0.7861
10,中卫市,105.1969,37.5000,0.2643,0.3667,0.4355,0.5792,0.5129,1.0000,1.0000,0.3477,0.7168,0.7712,1.0000,0.6093,1.0000,0.6098,0.6934
11,中山市,113.3928,22.5176,0.9567,0.9654,0.8778,0.8728,0.8556,0.7706,0.9667,0.9308,0.7139,0.7420,0.7567,0.7035,0.9097,0.6514,0.5888
12,临汾市,111.5190,36.0880,0.4624,0.6984,0.6868,0.6766,0.6019,0.6302,0.6538,0.5500,0.5936,0.5485,0.4498,0.5812,0.5917,0.5329,0.5774
13,临沂市,118.3564,35.1047,0.6795,0.7507,0.7437,0.7598,0.6952,0.6844,0.6495,0.5919,0.5518,0.5682,0.5777,0.5255,0.5571,0.5626,0.6276
14,临沧市,100.0796,23.8776,1.0000,1.0000,1.0000,0.5713,0.8498,0.6308,0.4261,0.5325,0.5789,0.5217,0.7380,0.4736,0.5486,0.5108,0.6489
15,丹东市,124.3547,40.0005,0.5648,0.6782,0.6541,0.6250,0.5509,0.6045,0.5388,0.5827,0.5941,0.5873,0.6844,0.7256,0.6946,0.7812,0.6828
16,丽水市,119.9228,28.4676,0.8112,0.9450,0.8564,0.8167,0.7888,0.8644,0.7743,0.8655,0.9518,0.9999,0.9277,0.8298,0.7818,0.7737,0.8231
17,丽江市,100.2278,26.8550,0.9179,0.7553,0.6137,0.5662,0.4832,0.5358,0.4673,0.5550,1.0000,0.6469,0.7664,0.7962,0.5980,0.5748,0.6835
18,乌兰察布市,113.1326,40.9948,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7009,0.6651,0.6499,0.8858,0.7703,0.8641,0.8014,0.7932,0.7410
19,乌海市,106.7942,39.6554,0.7401,1.0000,1.0000,1.0000,1.0000,0.6569,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
20,乌鲁木齐市,87.6168,43.8256,0.4213,0.6571,0.6023,0.5871,0.6165,0.6234,0.9556,0.5904,0.5896,0.5765,0.6342,0.5407,0.5678,0.5560,0.5443
21,乐山市,103.7656,29.5521,0.3204,0.4408,0.4289,0.4434,0.4202,0.4208,0.4834,0.5415,0.6001,0.6296,0.6309,0.6397,0.6003,0.6144,0.7387
22,九江市,116.0019,29.7051,0.3252,0.5345,0.5021,0.4917,0.5070,0.5357,0.5119,0.5169,0.5846,0.5936,0.6392,0.5748,0.6340,0.6870,0.7548
23,云浮市,112.0445,22.9151,0.4722,0.5615,0.5521,0.5659,0.5199,0.4835,0.4758,0.5136,0.5466,0.6076,0.5988,1.0000,1.0000,1.0000,0.9428
24,亳州市,115.7787,33.8446,1.0000,0.9373,1.0000,1.0000,0.8777,0.7255,0.7592,0.8139,0.8104,0.8090,0.7012,0.6981,0.6662,0.6007,0.7348
25,伊春市,128.8411,47.7275,0.6673,0.6366,0.4732,0.5052,0.4759,0.4787,0.4589,0.4032,0.4846,0.6725,0.7233,0.8212,0.6089,0.5512,0.5278
26,佛山市,113.1214,23.0215,0.9058,0.9624,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8474,0.7474,0.8129,0.7870,0.7665,0.6909,0.8396
27,佳木斯市,130.3189,46.7999,0.6678,0.8484,0.6539,0.5943,0.6313,0.6425,0.8196,0.8125,0.8536,0.8617,0.8576,0.8584,0.8959,0.8128,0.5991
28,保定市,115.4648,38.8739,0.5671,0.6095,0.6127,0.5817,0.5708,0.6357,0.5468,0.5371,0.6342,0.5953,0.5667,0.5744,0.5710,0.4959,0.5311
29,保山市,99.1618,25.1120,0.4991,0.5032,0.4239,0.4616,0.4511,0.4885,0.4453,1.0000,0.6893,1.0000,1.0000,0.6375,0.4529,0.3876,0.6590
30,信阳市,114.0910,32.1470,0.5801,0.5904,0.5551,0.5844,0.5354,0.5247,0.5568,0.5809,0.5945,0.6099,0.5644,0.7707,0.5414,0.6505,0.7198
32,克拉玛依市,84.8892,45.5799,0.7566,0.8463,0.7594,0.8523,0.7667,1.0000,1.0000,0.8851,0.8475,0.7510,0.6010,0.7544,0.6566,0.5900,0.7281
33,六安市,116.5219,31.7337,0.6791,0.6114,0.9019,0.7285,0.7900,0.7038,0.5752,0.6143,0.5988,0.7996,0.5182,0.6476,0.6203,0.5061,0.3897
34,六盘水市,104.8304,26.5927,0.2526,0.5887,0.6242,0.5584,0.5341,0.5610,1.0000,1.0000,1.0000,1.0000,0.6546,1.0000,1.0000,1.0000,0.5857
35,兰州市,103.8343,36.0611,0.4021,0.4546,0.4085,0.4266,0.4740,0.4966,0.4474,0.4309,0.4836,0.5133,0.4716,0.5040,0.4727,0.4431,0.4900
36,内江市,105.0584,29.5802,0.7449,0.8926,0.9572,0.7226,0.7400,0.8920,1.0000,1.0000,1.0000,1.0000,0.7880,0.8741,1.0000,0.8147,0.8639
37,包头市,109.8403,40.6574,0.5385,0.7165,0.7748,0.8315,0.8665,0.8143,0.6615,0.7099,0.7825,0.7830,0.8605,0.8853,0.8296,0.7231,0.7450
38,北京市,116.4075,39.9040,0.8584,0.9806,1.0000,1.0000,0.8887,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
39,北海市,109.1199,21.4813,0.4771,0.7515,0.7163,0.6476,0.5559,0.5704,0.5388,0.6384,0.8380,0.8824,0.8411,0.7710,0.8970,0.8886,0.9175
40,十堰市,110.7980,32.6294,0.5251,0.5562,0.5375,0.4472,0.5189,0.5188,0.5416,0.5104,0.5388,0.5133,0.4951,0.4841,0.5059,0.5397,0.5393
41,南京市,118.7969,32.0603,0.6663,0.6632,0.6739,0.6568,0.6141,0.6837,0.6573,0.6819,0.6436,0.6478,0.7298,0.7882,0.8403,0.6939,0.8419
42,南充市,106.1107,30.8378,0.5671,0.7150,0.7952,0.9586,0.8342,0.8537,0.7474,0.7647,0.7195,0.7232,0.6724,0.6148,0.5824,0.7792,0.6265
43,南宁市,108.3665,22.8170,0.4536,0.5021,0.5186,0.5255,0.5318,0.5288,0.5625,0.5753,0.5979,0.5892,0.6200,0.5906,0.5469,0.4404,0.4853
44,南平市,118.1777,26.6418,0.5174,0.5298,0.5183,0.5090,0.4755,0.5437,0.5314,0.5569,0.7690,0.8131,0.8088,0.7227,0.7015,0.7558,0.8577
45,南昌市,115.8582,28.6829,0.6751,0.6672,0.6956,0.7516,0.7367,0.7101,0.5885,0.5867,0.5409,0.5800,0.5550,0.5462,0.4855,0.5134,0.5296
46,南通市,120.8943,31.9802,0.7757,0.8062,0.8011,0.8653,0.8679,0.9200,0.8867,0.9577,0.6364,0.6391,0.6301,0.6298,0.6954,0.6172,0.7115
47,南阳市,112.5283,32.9908,0.6073,0.6169,0.5882,0.5766,0.5475,0.5953,0.5403,0.5502,0.5569,0.4890,0.5548,0.5813,0.5668,0.5490,0.6037
48,厦门市,118.0894,24.4798,0.5450,0.5361,0.5093,0.5370,0.6013,0.5915,0.6563,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
49,双鸭山市,131.1591,46.6465,0.6019,0.4867,0.5723,0.4925,0.4574,0.5623,0.5083,0.5507,0.5708,0.9079,1.0000,0.6993,0.4892,0.3934,0.4371
50,台州市,121.4208,28.6564,0.8867,0.9833,0.8844,0.8716,0.8555,0.8711,0.8145,0.7450,1.0000,0.7446,0.7347,0.7249,0.6427,0.5929,0.6853
51,合肥市,117.2272,31.8206,0.7519,0.7727,0.8397,0.9107,0.9076,0.8342,0.6854,0.6180,0.6138,0.6234,0.6537,0.6342,0.6263,0.5669,0.6795
52,吉安市,114.9925,27.1134,0.4470,0.6761,0.6673,0.6185,1.0000,0.6393,0.6526,0.6586,0.6357,0.6380,0.5519,0.5205,0.5192,0.5168,0.5659
55,吕梁市,111.1443,37.5183,1.0000,1.0000,0.6897,0.6433,0.6272,0.7521,1.0000,1.0000,1.0000,0.6867,1.0000,1.0000,0.7840,1.0000,1.0000
56,吴忠市,106.1984,37.9975,0.4586,0.6562,0.8340,0.6446,1.0000,0.5851,0.6852,1.0000,0.5454,0.4333,0.3914,0.5947,0.6998,0.4977,0.5599
57,周口市,114.6970,33.6261,0.7351,0.7668,0.7994,0.9142,0.7719,0.7834,0.7781,0.8816,0.8442,0.8222,0.7110,0.9672,1.0000,1.0000,1.0000
58,呼伦贝尔市,119.7657,49.2116,0.4438,0.6221,0.6335,0.6365,0.6792,0.7858,0.6856,0.8097,0.7964,1.0000,0.8538,0.8683,0.7359,0.5452,0.5018
59,呼和浩特市,111.7492,40.8426,0.6988,1.0000,1.0000,0.8964,1.0000,1.0000,0.9413,1.0000,1.0000,0.9833,1.0000,0.9706,0.8799,0.7453,0.6892
60,咸宁市,114.3225,29.8414,0.4393,0.5200,0.5098,0.4857,0.5023,0.6093,0.5525,0.5619,0.5903,0.6122,0.6121,0.5715,0.6544,0.6821,0.8372
61,咸阳市,108.7090,34.3296,0.2921,0.5751,0.5374,0.5434,0.4986,0.5503,0.6703,0.7489,0.6798,0.7042,0.6157,0.6937,0.8714,0.9365,0.8680
63,哈尔滨市,126.5350,45.8038,0.7251,0.7469,0.8592,0.7374,0.6898,0.7128,0.6476,0.5876,0.6499,0.6827,0.7726,0.7258,0.7234,0.6477,0.5784
64,唐山市,118.1802,39.6309,0.5630,0.7584,0.7655,0.7117,0.6687,0.6899,0.7750,0.7275,0.8108,0.7712,0.7805,0.7125,0.8576,1.0000,1.0000
65,商丘市,115.6564,34.4142,0.4435,0.6003,0.5563,0.5385,0.5205,0.5315,0.4759,0.4707,0.4871,0.4643,0.4529,0.4430,0.3835,0.3838,0.4829
66,商洛市,109.9405,33.8704,0.5211,0.5086,0.3896,0.4281,0.4948,0.5553,0.7421,0.8756,0.7483,0.6426,0.5415,0.6811,0.4868,0.4584,0.5309
67,嘉兴市,120.7555,30.7461,0.5803,0.6023,0.5798,0.5664,0.5423,0.5979,0.5855,0.6481,0.7264,0.7122,0.7353,0.7044,0.7453,0.6860,0.7749
68,嘉峪关市,98.2892,39.7731,0.3531,0.4536,0.5579,0.5542,0.8467,0.8988,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.4263,0.5601,1.0000
69,四平市,124.3504,43.1664,0.7608,1.0000,0.7493,0.9451,0.6711,0.7262,0.6807,0.7613,0.8940,0.8853,0.8546,0.9084,1.0000,0.7829,1.0000
70,固原市,106.2426,36.0159,0.4279,0.6026,0.5552,0.5345,0.4910,0.5415,1.0000,0.4213,0.4601,0.4660,0.4219,0.5856,0.6155,0.7373,1.0000
71,大同市,113.3001,40.0768,0.2594,0.5488,0.4506,0.3841,0.3735,0.3705,0.3858,0.4177,0.4031,0.3623,0.3885,0.3829,0.3918,0.3926,0.3953
72,大庆市,125.1038,46.5893,0.9084,0.9186,0.8425,0.8315,0.7699,0.9084,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8092,0.6807,0.6113
73,大连市,121.6147,38.9140,0.7582,0.7719,0.8048,0.8122,0.8565,0.9350,0.7866,0.8308,0.9277,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
74,天水市,105.7249,34.5809,0.5895,0.6192,0.5720,0.5299,0.4945,0.4982,0.5448,1.0000,0.5627,0.5576,0.5632,0.5773,0.4515,0.4450,0.4096
75,天津市,117.2010,39.0842,0.5713,0.6413,0.6226,0.6644,0.7915,0.7477,0.6946,0.7104,0.7071,0.7428,0.8202,0.8286,0.7768,0.7697,0.5698
76,太原市,112.5489,37.8706,0.3940,0.4672,0.5497,0.5933,0.5854,0.6156,0.7507,0.5643,0.5239,0.4962,0.5484,0.5187,0.5145,0.4979,0.5141
77,威海市,122.1204,37.5131,1.0000,1.0000,1.0000,1.0000,1.0000,0.9317,0.8279,0.8200,0.7623,0.7575,0.7834,0.7178,0.7465,0.7423,0.6960
78,娄底市,111.9935,27.7001,0.3994,0.7197,0.5542,0.6670,0.5050,0.5606,1.0000,1.0000,0.6670,0.5502,0.5677,0.5948,0.5823,0.5343,0.5686
79,孝感市,113.9169,30.9246,0.5815,0.6230,0.5321,0.4598,0.5285,0.4888,0.5057,0.4874,0.5266,0.5446,0.4928,0.4421,0.5012,0.3948,0.4514
80,宁德市,119.5479,26.6656,1.0000,0.9626,1.0000,0.9799,1.0000,1.0000,1.0000,0.8928,0.9419,0.8049,0.7507,0.7495,0.6947,0.8304,1.0000
81,宁波市,121.5504,29.8746,0.7587,0.7764,0.7578,0.7447,0.7051,0.7276,0.6641,0.6593,0.7353,0.7226,0.7423,0.7978,0.7806,0.7751,0.8571
82,安庆市,117.0638,30.5435,0.5907,0.6890,0.6504,0.6614,0.6686,0.7801,0.7569,0.7691,0.7223,0.7329,0.6587,0.6181,0.6213,0.5485,0.6979
83,安康市,109.0290,32.6847,0.5718,0.6199,0.5821,0.6207,0.6349,0.6204,0.7497,0.8650,0.9116,0.9596,1.0000,1.0000,1.0000,1.0000,1.0000
84,安阳市,114.3924,36.0976,0.3586,0.4636,0.4407,0.4719,0.4529,0.4282,0.4653,0.4673,0.4963,0.4180,0.4362,0.5248,0.5705,0.5026,0.4801
85,安顺市,105.9476,26.2531,1.0000,1.0000,0.8259,1.0000,1.0000,1.0000,0.7134,0.6249,1.0000,0.4817,0.4781,0.6698,0.7524,1.0000,1.0000
86,定西市,104.6263,35.5807,0.9533,0.7551,0.6598,0.6059,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9662,1.0000,1.0000,1.0000,1.0000
87,宜宾市,104.6432,28.7518,0.2986,0.5287,0.5051,0.5007,0.4905,0.4839,0.5091,0.7380,0.6857,0.6700,1.0000,0.9374,0.6420,0.5711,0.7282
88,宜昌市,111.2865,30.6920,0.5097,0.5528,0.6135,0.6290,0.5369,0.5126,0.5457,0.6301,0.6395,1.0000,0.6026,0.6057,0.5718,0.5192,0.6187
89,宜春市,114.4168,27.8156,0.6421,0.8138,0.7711,0.6397,0.5957,0.6440,0.5754,0.7923,0.6806,0.6881,0.5671,0.5830,0.5640,0.5282,0.6606
91,宣城市,118.7588,30.9407,0.8098,0.9026,0.8554,0.9012,0.8349,0.9053,0.4437,0.4228,0.4526,0.8549,0.8480,0.7156,0.7159,0.6585,0.7701
92,宿州市,116.9644,33.6464,0.9077,0.7241,0.7166,0.6730,0.6312,0.6683,0.5856,0.6194,0.6041,0.6172,0.4742,0.4737,0.4641,0.5533,0.6836
93,宿迁市,118.2752,33.9632,0.7725,0.7349,0.6993,0.7444,0.7940,0.8310,0.7919,0.7661,0.5765,0.6130,0.6293,0.6309,0.6250,0.6359,0.7191
95,岳阳市,113.1290,29.3571,0.6301,0.8430,0.6711,0.6649,0.6299,0.5859,0.6718,0.7414,0.7893,0.8005,0.8667,0.8489,0.8568,0.8393,0.8364
96,崇左市,107.3647,22.3765,0.6094,1.0000,0.6737,0.6723,0.6062,0.6110,1.0000,1.0000,0.9362,0.9778,0.8743,0.9036,1.0000,1.0000,0.6866
98,巴中市,106.7475,31.8679,0.5781,0.6318,0.6293,0.5765,0.5474,0.5465,1.0000,1.0000,0.7968,1.0000,1.0000,0.6827,0.5082,0.5463,0.6191
99,巴彦淖尔市,107.3877,40.7432,0.4568,0.6512,0.6523,0.6227,0.5161,0.6846,0.6168,0.6327,0.7014,0.7254,0.7791,0.8633,0.8121,0.5984,0.6017
100,常州市,119.9740,31.8107,0.7745,0.7579,0.7935,0.8283,0.8669,1.0000,0.9102,1.0000,0.9687,1.0000,1.0000,1.0000,1.0000,0.9738,1.0000
101,常德市,111.6985,29.0317,1.0000,0.9603,0.9558,1.0000,0.9460,0.8598,0.9245,1.0000,1.0000,1.0000,1.0000,0.9409,0.9016,0.8626,1.0000
102,平凉市,106.6652,35.5431,1.0000,0.5694,0.5968,0.4688,0.3919,0.4073,0.3079,0.2783,0.4298,0.3722,0.3088,0.3379,0.3018,0.3005,0.3272
103,平顶山市,113.1927,33.7662,0.3615,0.5758,0.5449,0.6021,0.5539,0.5498,0.5117,0.4644,0.5021,0.4644,0.4473,0.4937,0.4863,0.4897,0.5302
104,广元市,105.8434,32.4354,0.3025,0.3800,0.3586,0.3327,0.2961,0.3260,0.3958,0.6205,0.6802,0.8040,0.7429,0.7099,0.6842,0.5841,0.6092
105,广安市,106.6332,30.4560,1.0000,1.0000,0.8980,0.8594,0.7822,0.8180,0.7686,0.7314,0.8079,0.7325,0.6993,0.8270,0.4726,0.4619,0.4372
106,广州市,113.2644,23.1292,0.8954,0.9686,0.9681,0.9690,0.9730,1.0000,0.9676,0.9857,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
107,庆阳市,107.6436,35.7091,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9798,0.8914,0.7092,0.7549,0.5976,0.5082,0.6188,0.6166
108,廊坊市,116.6838,39.5380,0.7997,0.8909,0.8569,0.8800,0.7737,0.7477,0.6451,0.6279,0.6758,0.7474,0.7733,0.6809,0.5522,0.9110,0.9269
109,延安市,109.4897,36.5855,1.0000,1.0000,1.0000,1.0000,0.8715,0.9328,0.9090,0.8723,0.7472,0.7164,0.5545,0.5409,0.7379,0.9074,0.8294
110,开封市,114.3076,34.7972,0.6473,0.6314,0.6369,0.7457,0.6042,0.6016,0.4990,0.5374,0.5739,0.5671,0.5366,0.5710,0.6114,0.6589,0.8020
111,张家口市,114.8875,40.8244,0.2765,0.5096,0.5284,0.4894,0.4233,0.4276,0.4133,0.4208,0.4869,0.4850,0.4657,0.4750,0.5145,0.4998,0.4864
112,张家界市,110.4792,29.1171,0.6032,0.7999,0.7870,0.7808,0.6922,0.7882,0.8766,1.0000,0.9935,1.0000,0.9648,1.0000,1.0000,1.0000,0.9567
113,张掖市,100.4498,38.9259,0.4411,0.5182,0.5434,0.5415,0.5799,0.5324,0.8759,1.0000,0.6008,0.5487,0.4990,0.4931,0.4915,0.4762,0.4744
114,徐州市,117.2841,34.2058,0.4981,0.6892,0.6806,0.6744,0.7757,0.7271,0.6915,0.6896,0.6274,0.6653,0.7042,0.6405,0.8768,0.8331,1.0000
115,德州市,116.3575,37.4341,0.5523,0.7788,0.7956,0.7640,0.6946,0.7138,0.7160,0.7302,0.7101,0.6847,0.6697,0.5972,0.6300,0.6856,0.7114
116,德阳市,104.3979,31.1269,0.8658,0.9153,0.9158,0.8057,0.6642,0.7064,0.7263,0.8572,0.8190,0.8355,0.8573,0.8418,0.8563,0.8144,0.9096
117,忻州市,112.7342,38.4167,0.2608,0.4925,0.6429,0.6265,0.3976,0.5648,0.4802,0.4544,0.4683,0.4562,0.3600,1.0000,0.5738,0.6064,0.5896
118,怀化市,109.9985,27.5550,0.5281,0.6595,0.6124,0.6256,0.5781,0.5861,0.8684,1.0000,1.0000,0.8347,0.7474,0.8222,0.8507,0.7938,0.6901
119,惠州市,114.4162,23.1118,0.6733,0.7340,0.6128,0.5070,0.5112,0.5371,0.5432,0.5285,0.6023,0.5908,0.5817,0.5557,0.5507,0.4893,0.4793
120,成都市,104.0665,30.5723,0.6347,0.6881,0.6924,0.6671,0.6472,0.7647,0.7017,0.7197,0.6860,0.8792,0.8287,0.7621,0.7013,0.6602,0.5810
121,扬州市,119.4130,32.3942,0.6804,0.8655,0.8183,0.7667,0.7969,0.9143,0.8870,0.8610,0.6515,0.6625,0.6514,0.6579,0.6635,0.6028,0.7358
122,承德市,117.9624,40.9541,0.4157,0.5217,0.5345,0.5366,0.4980,0.4979,0.6380,0.5803,0.5794,0.5800,0.6140,0.5772,0.7064,0.7160,0.6679
123,抚州市,116.3582,27.9492,0.4688,0.5955,0.5735,0.6011,0.6119,0.6519,0.6184,0.5736,0.6135,0.6520,0.5841,0.5442,0.5056,0.4932,0.5089
124,抚顺市,123.9572,41.8809,0.3622,0.5098,0.4984,0.4714,0.4983,0.5498,0.5089,0.5273,0.5841,0.5164,0.7139,1.0000,0.8069,0.6922,0.5407
126,揭阳市,116.3728,23.5500,1.0000,0.8426,0.7863,0.7749,0.7495,0.8464,0.9189,0.9229,0.7940,0.7081,0.6821,0.6824,0.6449,0.7502,1.0000
127,攀枝花市,101.7186,26.5823,0.3333,0.6607,0.7298,0.7403,0.6338,0.6335,0.6581,0.7969,0.7593,0.6956,0.5679,0.8654,0.6040,0.4691,0.4388
128,新乡市,113.9268,35.3030,0.4203,0.4894,0.4858,0.4735,0.4207,0.4951,0.4766,0.5149,0.4693,0.4823,0.5211,0.5750,1.0000,0.7469,0.7017
129,新余市,114.9173,27.8178,0.2699,0.4158,0.2842,0.3110,0.4893,0.5559,0.5236,0.5899,0.7314,0.7937,0.7909,0.6650,0.7076,0.7849,0.7023
130,无锡市,120.3119,31.4912,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
132,日照市,119.5269,35.4164,0.5256,0.7155,0.6678,0.5963,0.5312,0.5627,0.5287,0.5782,0.7443,0.6883,0.7007,0.6438,0.6729,0.6824,0.5755
133,昆明市,102.8329,24.8801,0.4933,0.5858,0.5546,0.4709,0.4680,0.4887,0.5741,0.4495,0.5782,0.6387,0.6071,0.5532,0.5828,0.5502,0.7126
135,昭通市,103.7175,27.3383,0.4860,0.5413,0.5181,0.6121,0.5622,0.5840,0.4779,0.5726,0.6435,0.7030,0.6123,0.5676,0.4951,0.4021,0.5290
136,晋中市,112.7527,37.6870,0.4933,0.6541,0.6306,0.5646,0.6221,0.6805,0.7100,0.5592,0.5777,0.5488,0.4297,0.4476,0.5591,0.5495,0.5176
137,晋城市,112.8518,35.4907,0.3171,0.5981,0.5452,0.5745,0.5586,0.6649,0.5971,0.6072,0.5813,0.5711,0.4634,0.5458,0.4776,0.4434,0.4304
138,普洱市,100.9665,22.8251,0.3889,0.4154,0.4110,0.4248,0.4154,0.4527,0.4365,0.4946,0.5312,0.6013,0.6157,0.6614,0.5809,0.4259,0.6272
139,景德镇市,117.1784,29.2688,0.3493,0.6004,0.5142,0.4364,0.4753,0.4683,0.5173,0.6322,0.6335,0.6627,0.6755,0.5828,0.5428,0.5532,0.6552
140,曲靖市,103.7962,25.4900,0.5602,0.7585,0.7127,0.6867,0.6250,0.7234,0.6732,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
141,朔州市,112.4328,39.3316,0.6733,1.0000,1.0000,0.7073,0.9307,0.9141,1.0000,1.0000,0.8655,0.7717,0.4980,0.6602,0.7989,1.0000,1.0000
142,朝阳市,120.4504,41.5737,0.3233,0.4927,0.4680,0.4809,0.4685,0.5363,0.6058,0.6292,0.6898,0.7409,1.0000,0.9789,1.0000,1.0000,1.0000
143,本溪市,123.7665,41.2942,0.3289,0.6095,0.6054,0.5446,0.5807,0.7039,0.5426,0.5385,0.5631,0.4509,0.6818,0.7335,0.5486,0.4887,0.4619
144,来宾市,109.2215,23.7503,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8930,0.6624,1.0000,0.6343,0.5925
145,杭州市,120.2099,30.2459,0.8297,0.7520,0.7156,0.6716,0.6281,0.6330,0.5921,0.6295,0.6460,0.6184,0.6908,0.6439,0.6602,0.5778,0.7665
146,松原市,124.8251,45.1418,0.6942,0.7696,0.7622,0.8854,0.9200,1.0000,1.0000,1.0000,0.9513,0.8629,0.8692,1.0000,0.8606,0.7497,0.4514
148,枣庄市,117.3237,34.8105,0.4491,0.6137,0.6563,0.6416,0.6549,0.6568,0.5959,0.6091,0.6280,0.6682,0.6473,0.5805,0.6452,0.6819,0.5104
149,柳州市,109.4160,24.3255,0.4492,0.6261,0.5799,0.5659,0.5149,0.5758,0.5534,0.5495,0.5919,0.5993,0.5733,0.5541,0.5509,0.5457,0.5432
150,株洲市,113.1340,27.8276,0.4451,0.6361,0.6156,0.6108,0.5888,0.6039,0.7240,0.6600,0.6745,0.7001,0.7153,0.6261,0.6424,0.6490,0.7447
151,桂林市,110.2902,25.2736,0.5388,0.7029,0.6629,0.7130,0.6691,0.6812,0.7086,0.7000,0.7648,0.7888,0.7162,0.6418,0.5776,0.5506,0.6048
